	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff
42032	843697122	843697122	10000.0	798.25	2016-06-26 10:37:38	328.31	sears.com	US	US	80	01	online_retail	07/2022	2015-03-14	2016-04-24	160	160	7228	REVERSAL	1.0		9201.75				0.0			0.0	328.3099999999995
42049	843697122	843697122	10000.0	3103.55	2016-10-07 19:46:13	15.77	oldnavy.com	US	US		01	online_retail	02/2024	2015-03-14	2016-08-05	160	160	7228	REVERSAL	0.0		6896.45				0.0			0.0	15.769999999999527
42052	843697122	843697122	10000.0	2154.76	2016-10-22 00:20:40	188.2	amazon.com	US	US	09	01	online_retail	11/2027	2015-03-14	2016-08-05	160	160	7228	REVERSAL	0.0		7845.24				0.0			0.0	188.19999999999982
42062	843697122	843697122	10000.0	9038.93	2016-12-10 03:45:39	3.16	alibaba.com	US	US	09	08	online_retail	07/2030	2015-03-14	2016-12-07	160	160	7228	REVERSAL	0.0		961.07				0.0			0.0	3.160000000000082
42103	439836839	439836839	10000.0	7581.44	2016-06-17 21:26:06	260.06	Popeyes #67379	US	US	02	01	fastfood	09/2027	2013-11-02	2016-03-02	754	754	3493	REVERSAL	1.0		2418.56				1.0			0.0	260.05999999999995
42105	439836839	439836839	10000.0	7735.56	2016-07-21 03:07:49	18.16	Shake Shack #198400	US	US	09	01	fastfood	03/2030	2013-11-02	2016-03-02	754	754	3493	REVERSAL	0.0		2264.44				1.0			0.0	18.159999999999854
42106	439836839	439836839	10000.0	7186.99	2016-07-24 15:30:20	130.5	Quizno's #691365	US	US	05	01	fastfood	11/2026	2013-11-02	2016-03-02	754	754	3493	REVERSAL	0.0		2813.01				1.0			0.0	130.5
42128	856392501	856392501	1000.0	101.43	2016-10-08 16:28:57	81.7	Blue Mountain eCards	US	US	02	08	online_gifts	07/2022	2015-02-11	2016-01-02	765	765	4687	REVERSAL	0.0		898.57				0.0			0.0	81.70000000000005
42158	932616752	932616752	7500.0	7451.45	2016-11-08 04:46:43	48.55	Delta Airlines	US	US	05	01	airline	05/2022	2014-06-25	2014-06-25	946	946	1723	REVERSAL	0.0		48.55				1.0			0.0	48.55
42182	241089132	241089132	7500.0	2937.58	2016-09-16 09:24:03	113.58	amazon.com	US	US	09	01	online_retail	04/2019	2014-05-26	2014-05-26	682	682	0000	REVERSAL	0.0		4562.42				0.0			0.0	113.57999999999993
42212	257358171	257358171	50000.0	48319.49	2016-09-03 16:55:24	454.99	Uber	US	US	09	08	rideshare	08/2024	2014-12-30	2014-12-30	453	453	6059	REVERSAL	0.0		1680.51				0.0			0.0	454.99
42222	264488183	264488183	250.0	200.36	2016-07-24 05:12:40	42.53	Sunoco Gas #324731	US	US	05	08	fuel	11/2029	2014-08-07	2014-08-07	974	974	5080	PURCHASE	0.0		49.64				1.0			0.0	49.64
42223	264488183	264488183	250.0	207.47	2016-08-21 09:17:56	51.84	Sunoco Gas #324731	US	US	05	08	fuel	11/2029	2014-08-07	2014-08-07	974	974	5080	PURCHASE	0.0		42.53				1.0			0.0	42.53
42224	264488183	264488183	250.0	209.59	2016-09-17 20:21:38	42.53	Sunoco Gas #324731	US	US	05	08	fuel	11/2029	2014-08-07	2014-08-07	974	974	5080	PURCHASE	0.0		40.41				1.0			0.0	40.41
42226	264488183	264488183	250.0	207.47	2016-11-27 16:31:15	42.53	Sunoco Gas #324731	US	US	05	08	fuel	11/2029	2014-08-07	2014-08-07	974	974	5080	PURCHASE	0.0		42.53				1.0			0.0	42.53
42228	844317790	844317790	7500.0	7028.09	2016-02-01 20:08:47	367.34	Lyft	US	US	09	08	rideshare	11/2031	2015-01-19	2015-01-19	814	814	622	REVERSAL	0.0		471.91				0.0			0.0	367.34000000000003
42252	408960609	408960609	5000.0	4997.6	2016-06-12 17:18:07	2.4	staples.com	US	US	09	08	online_retail	12/2028	2013-06-19	2013-06-19	144	144	195	PURCHASE	0.0		2.4				0.0			0.0	2.4
42275	888132996	888132996	7500.0	3647.97	2016-03-26 02:03:18	180.27	Washington Repair	US	US	90	01	auto	06/2027	2007-12-03	2007-12-03	794	794	6087	REVERSAL	0.0		3852.03				1.0			0.0	180.26999999999998
42285	888132996	888132996	7500.0	876.34	2016-05-05 23:38:48	108.22	Ricks Auto Body	US	US	05	08	auto	10/2031	2007-12-03	2007-12-03	209	209	9403	REVERSAL	0.0		6623.66				1.0			0.0	108.22000000000025
42287	888132996	888132996	7500.0	524.33	2016-05-12 04:10:04	76.65	Fast Tire	US	US	02	01	auto	01/2021	2007-12-03	2007-12-03	209	209	9403	REVERSAL	0.0		6975.67				1.0			0.0	76.64999999999964
42294	888132996	888132996	7500.0	3012.09	2016-06-05 14:44:17	53.36	Fast Tire	US	US	05	08	auto	07/2030	2007-12-03	2007-12-03	209	209	9403	REVERSAL	0.0		4487.91				1.0			0.0	53.35999999999967
42303	888132996	888132996	7500.0	5799.32	2016-07-18 18:20:16	334.99	Fast Tire	US	US	09	01	auto	10/2018	2007-12-03	2007-12-03	209	209	9403	REVERSAL	0.0		1700.68				1.0			0.0	334.99
42319	888132996	888132996	7500.0	5342.34	2016-10-04 09:50:20	146.19	Fast Auto Services	US	US	05	01	auto	10/2030	2007-12-03	2016-09-12	794	794	6087	REVERSAL	0.0		2157.66				1.0			0.0	146.18999999999983
42320	888132996	888132996	7500.0	2561.77	2016-10-13 13:42:36	32.46	KFC #825946	US	US	09	01	fastfood	06/2031	2007-12-03	2016-09-12	209	209	9403	REVERSAL	0.0		4938.23				1.0			0.0	32.45999999999913
42347	409283554	409283554	5000.0	2455.26	2016-01-23 02:07:46	275.48	Taco Bell #395016	US	US	05	01	fastfood	10/2018	2015-08-07	2015-08-07	715	715	5895	REVERSAL	0.0		2544.74				1.0			0.0	275.47999999999956
42375	821147825	821147825	50000.0	46383.1	2016-08-07 01:21:38	148.06	WSC #794510	US	US	09	01	health	01/2027	2012-03-18	2012-03-18	685	685	7720	REVERSAL	0.0		3616.9				0.0			0.0	148.05999999999995
42396	870569861	870569861	20000.0	14633.68	2016-04-03 08:53:18	67.97	cheapfast.com	US	US	09	01	online_retail	10/2021	2015-10-27	2015-10-27	321	321	8708	REVERSAL	0.0		5366.32				0.0			0.0	67.96999999999935
42397	870569861	870569861	20000.0	12755.13	2016-05-23 07:55:15	168.74	EZ Putt Putt #982199	US	US	05	01	entertainment	07/2027	2015-10-27	2015-10-27	321	321	8708	REVERSAL	0.0		7244.87				1.0			0.0	168.73999999999978
42407	208520642	208520642	5000.0	4989.98	2016-01-24 07:25:20	10.02	Universe Massage #710883	US	US	02	01	personal care	10/2026	2011-04-15	2011-04-15	858	858	6568	PURCHASE	0.0		10.02				1.0			0.0	10.02
42437	795461290	795461290	10000.0	9893.41	2016-06-21 19:48:56	349.68	walmart.com	US	US	05	08	online_retail	06/2018	2015-05-05	2015-05-05	953	953	7172	PURCHASE	0.0		106.59				0.0			0.0	106.59
42444	922794391	922794391	7500.0	7436.99	2016-02-27 17:55:50	63.01	GreenCook	US	US	05	01	food_delivery	09/2018	2009-07-25	2009-07-25	712	712	9706	PURCHASE	0.0		63.01				0.0			0.0	63.01
42459	565670040	565670040	2500.0	1768.27	2016-07-23 23:07:19	118.45	ebay.com	US	US	05	01	online_retail	12/2018	2013-07-25	2013-07-25	947	947	5838	REVERSAL	0.0		731.73				0.0			0.0	118.45000000000005
42467	289578428	289578428	20000.0	18275.43	2016-02-20 20:26:50	26.08	Krispy Kreme #205879	US	US	90	01	fastfood	01/2030	2015-04-12	2015-04-12	877	877	69	REVERSAL	0.0		1724.57				1.0			0.0	26.079999999999927
42476	289578428	289578428	20000.0	19993.77	2016-09-01 23:45:34	6.23	Krispy Kreme #827835	US	US	05	01	fastfood	01/2028	2015-04-12	2015-04-12	944	944	6350	REVERSAL	0.0		6.23				1.0			0.0	6.23
42477	289578428	289578428	20000.0	19500.9	2016-09-21 13:55:46	31.5	Wendys #596109	US	US	05	01	fastfood	12/2018	2015-04-12	2015-04-12	877	877	69	REVERSAL	0.0		499.1				1.0			0.0	31.5
42480	289578428	289578428	20000.0	19609.42	2016-11-08 09:51:32	220.19	KFC #106838	US	US	02	01	fastfood	07/2027	2015-04-12	2015-04-12	877	877	69	REVERSAL	0.0		390.58				1.0			0.0	220.19
42481	289578428	289578428	20000.0	19740.5	2016-11-10 16:35:02	50.8	KFC #905103	US	US	80	01	fastfood	07/2022	2015-04-12	2015-04-12	944	944	6350	REVERSAL	0.0		259.5				1.0			0.0	50.80000000000001
42484	553861440	553861440	15000.0	3518.7	2016-10-27 05:07:04	82.16	Universe Massage #859227	US	US	05	08	personal care	12/2018	2014-01-08	2014-01-08	298	298	520	REVERSAL	0.0		11481.3				1.0			0.0	82.15999999999985
42534	158848043	158848043	2500.0	140.68	2016-10-24 10:41:23	126.37	discount.com	US	US	09	01	online_retail	02/2023	2015-04-25	2015-04-25	153	153	8894	REVERSAL	0.0		2359.32				0.0			0.0	126.37000000000035
42541	440552918	440552918	5000.0	4768.24	2016-01-22 04:29:40	95.78	cheapfast.com	US	US	05	08	online_retail	11/2022	2010-12-14	2010-12-14	383	383	6376	PURCHASE	0.0		231.76				0.0			0.0	231.76
42545	440552918	440552918	5000.0	4774.38	2016-06-29 12:44:24	75.43	Uber	US	US	09	01	rideshare	08/2019	2010-12-14	2010-12-14	383	383	6376	PURCHASE	0.0		225.62				0.0			0.0	225.62
42561	917216469	917216469	15000.0	13189.68	2016-02-02 07:45:09	4.94	Rock Weights #406565	US	US	05	01	health	09/2022	2014-09-18	2014-09-18	251	251	4514	REVERSAL	0.0		1810.32				0.0			0.0	4.939999999999827
42589	917216469	917216469	15000.0	10605.93	2016-04-25 23:48:27	211.81	Franks Cafe	US	US	05	01	food	08/2021	2014-09-18	2016-03-15	126	126	7872	REVERSAL	0.0		4394.07				1.0			0.0	211.8099999999995
42590	917216469	917216469	15000.0	7744.07	2016-04-29 03:56:34	76.09	Uptown Steakhouse	US	US	05	01	food	11/2024	2014-09-18	2016-03-15	251	251	4514	REVERSAL	0.0		7255.93				1.0			0.0	76.09000000000015
42594	917216469	917216469	15000.0	9549.32	2016-05-11 10:05:04	76.41	South Steakhouse #378389	US	US	02	08	food	10/2026	2014-09-18	2016-03-15	126	126	7872	REVERSAL	0.0		5450.68				1.0			0.0	76.40999999999985
42601	917216469	917216469	15000.0	1748.02	2016-05-25 00:19:28	152.25	Dinosaur Restaurant	US	US	09	01	food	09/2019	2014-09-18	2016-03-15	251	251	4514	REVERSAL	0.0		13251.98				1.0			0.0	152.25
42606	917216469	917216469	15000.0	7759.41	2016-05-27 11:14:47	185.94	34th BBQ #166379	US	US	02	01	food	08/2018	2014-09-18	2016-03-15	251	251	4514	REVERSAL	0.0		7240.59				1.0			0.0	185.9400000000005
42610	917216469	917216469	15000.0	7946.71	2016-06-06 09:50:17	91.97	NYSC #935878	US	US	09	01	health	08/2022	2014-09-18	2016-03-15	126	126	7872	REVERSAL	0.0		7053.29				0.0			0.0	91.97000000000025
42611	917216469	917216469	15000.0	2253.59	2016-06-09 07:05:21	687.0	34th BBQ #436606	US	US	05	01	food	10/2027	2014-09-18	2016-03-15	126	126	7872	REVERSAL	0.0		12746.41				1.0			0.0	687.0
42612	917216469	917216469	15000.0	2284.9	2016-06-10 09:09:36	168.06	Powerlifting #433232	US	US	05	01	health	02/2020	2014-09-18	2016-03-15	251	251	4514	REVERSAL	0.0		12715.1				0.0			0.0	168.0599999999995
42625	917216469	917216469	15000.0	10205.13	2016-07-13 15:16:27	54.9	Uptown Cafe	US	US	09	01	food	06/2023	2014-09-18	2016-07-11	126	126	7872	REVERSAL	0.0		4794.87				1.0			0.0	54.899999999999636
42633	917216469	917216469	15000.0	3469.26	2016-08-06 06:07:27	192.77	Golds Gym #324871	US	US	05	01	health	03/2031	2014-09-18	2016-08-01	126	126	7872	REVERSAL	0.0		11530.74				1.0			0.0	192.77000000000044
42637	917216469	917216469	15000.0	1687.24	2016-08-23 19:42:47	188.39	Franks Cafe	US	US	05	08	food	09/2024	2014-09-18	2016-08-01	251	251	4514	REVERSAL	0.0		13312.76				1.0			0.0	188.38999999999942
42641	917216469	917216469	15000.0	14107.41	2016-09-01 18:20:03	106.29	Golds Gym #747766	US	US	05	01	health	10/2027	2014-09-18	2016-08-01	251	251	4514	REVERSAL	0.0		892.59				0.0			0.0	106.29000000000008
42651	917216469	917216469	15000.0	8984.0	2016-10-17 03:05:33	51.64	Dinosaur Sandwitch Bar #08794	US	US	05	01	food	08/2023	2014-09-18	2016-08-01	126	126	7872	REVERSAL	0.0		6016.0				1.0			0.0	51.64000000000033
42674	917216469	917216469	15000.0	3409.29	2016-12-12 15:43:41	44.87	Planet Fitness #613069	US	US	09	01	health	08/2019	2014-09-18	2016-08-01	251	251	4514	REVERSAL	0.0		11590.71				0.0			0.0	44.86999999999898
42745	247143438	247143438	1000.0	602.07	2016-12-06 20:01:14	377.13	Lyft	US	US	02	08	rideshare	09/2027	2015-10-04	2015-10-04	604	604	1926	REVERSAL	0.0		397.93				0.0			0.0	377.13
42757	911206464	911206464	10000.0	9871.25	2016-08-15 09:52:32	128.75	Next Day eCards	US	US	90	01	online_gifts	05/2029	2014-08-06	2014-08-06	354	354	5072	PURCHASE	0.0		128.75				0.0			0.0	128.75
42908	741555408	741555408	50000.0	48362.13	2016-10-30 10:15:03	186.45	Rodeway Inn #93410	US	US	09	01	hotels	11/2027	2015-12-18	2015-12-18	401	401	9127	REVERSAL	0.0		1637.87				1.0			0.0	186.44999999999982
42911	741555408	741555408	50000.0	49421.12	2016-11-10 23:35:37	389.69	Rodeway Inn #405343	US	US	09	01	hotels	06/2019	2015-12-18	2015-12-18	401	401	9127	REVERSAL	0.0		578.88				0.0			0.0	389.69
42914	929823609	929823609	7500.0	5024.56	2016-01-14 01:35:19	83.91	sears.com	US	US	05	01	online_retail	02/2029	2014-07-10	2014-07-10	936	936	3431	REVERSAL	0.0		2475.44				0.0			0.0	83.90999999999985
42916	929823609	929823609	7500.0	5361.42	2016-02-11 19:28:14	302.93	oldnavy.com	US	US	05	01	online_retail	08/2018	2014-07-10	2014-07-10	936	936	3431	REVERSAL	0.0		2138.58				0.0			0.0	302.92999999999984
42917	929823609	929823609	7500.0	5513.66	2016-02-13 01:40:23	85.75	staples.com	US	US	05	01	online_retail	05/2025	2014-07-10	2014-07-10	936	936	3431	REVERSAL	0.0		1986.34				0.0			0.0	85.75
42922	929823609	929823609	7500.0	729.36	2016-04-26 03:26:38	40.22	sears.com	US	US	09	08	online_retail	11/2030	2014-07-10	2016-03-27	936	936	3431	REVERSAL	0.0		6770.64				0.0			0.0	40.220000000000255
42930	929823609	929823609	7500.0	4331.86	2016-09-13 13:21:54	108.3	target.com	US	US	09	08	online_retail	05/2024	2014-07-10	2016-03-27	936	936	3431	REVERSAL	0.0		3168.14				0.0			0.0	108.29999999999973
42942	907628059	907628059	15000.0	12503.3	2016-05-14 05:37:34	111.86	KFC #240649	US	US	05	01	fastfood	09/2031	2014-10-04	2014-10-04	913	913	9392	REVERSAL	0.0		2496.7				1.0			0.0	111.85999999999967
42944	907628059	907628059	15000.0	10775.44	2016-09-23 23:15:50	8.66	KFC #574436	US	US	09	01	fastfood	10/2018	2014-10-04	2014-10-04	913	913	9392	REVERSAL	0.0		4224.56				1.0			0.0	8.660000000000764
42949	259874258	259874258	15000.0	12036.5	2016-03-03 01:25:06	47.25	In-N-Out #354119	US	US	02	01	fastfood	06/2019	2015-04-02	2015-04-02	915	915	5955	REVERSAL	0.0		2963.5				1.0			0.0	47.25
42956	259874258	259874258	15000.0	2332.09	2016-09-13 22:08:33	76.83	Uber	US	US	02	01	rideshare	02/2031	2015-04-02	2015-04-02	915	915	5955	REVERSAL	0.0		12667.91				0.0			0.0	76.82999999999993
42962	472481446	472481446	7500.0	2071.85	2016-05-19 12:20:00	52.21	alibaba.com	US	US	05	01	online_retail	11/2020	2013-07-28	2013-07-28	993	993	8824	REVERSAL	0.0		5428.15				0.0			0.0	52.210000000000036
42980	760220921	760220921	10000.0	5131.44	2016-04-23 13:17:11	11.34	oldnavy.com	US	US	02	01	online_retail	10/2027	2012-02-01	2012-02-01	579	579	9533	REVERSAL	0.0		4868.56				0.0			0.0	11.340000000000146
43024	816714269	816714269	2500.0	2102.72	2016-11-08 00:46:43	341.39	Fresh eCards	US	US	02	08	online_gifts	09/2031	2015-04-20	2016-01-30	674	674	7908	REVERSAL	0.0		397.28				0.0			0.0	341.39
43036	160796361	160796361	7500.0	2444.64	2016-07-07 08:57:10	369.86	Tim Hortons #557632	US	US	05	08	fastfood	02/2023	2015-04-15	2015-04-15	651	651	398	REVERSAL	0.0		5055.36				0.0			0.0	369.8599999999997
43047	183028649	183028649	15000.0	14984.25	2016-05-06 21:31:33	15.75	Quizno's #908657	US	US	05	01	fastfood	05/2024	2013-06-17	2013-06-17	546	546	1609	REVERSAL	0.0		15.75				1.0			0.0	15.75
43056	696607114	696607114	2500.0	1786.7	2016-01-15 19:23:25	451.9	cheapfast.com	US	US	09	01	online_retail	09/2029	2015-11-01	2015-11-01	279	279	1943	REVERSAL	0.0		713.3				0.0			0.0	451.9
43064	696607114	696607114	2500.0	501.76	2016-04-21 14:14:13	617.32	Seattle Times	US	US	09	08	subscriptions	04/2030	2015-11-01	2015-11-01	151	151	1254	REVERSAL	0.0		1998.24				1.0			0.0	617.3199999999999
43071	696607114	696607114	2500.0	1058.87	2016-07-01 21:46:38	3.33	Hilton Hotels #660007	US	US	05	08	hotels	02/2019	2015-11-01	2015-11-01	279	279	1943	REVERSAL	0.0		1441.13				0.0			0.0	3.3300000000001546
43113	398322924	398322924	15000.0	6366.22	2016-04-26 14:03:23	466.15	Quizno's #235427	US	US	09	01	fastfood	10/2022	2015-08-30	2015-08-30	855	855	6881	REVERSAL	0.0		8633.78				1.0			0.0	466.15000000000055
43121	398322924	398322924	15000.0	11891.34	2016-07-15 16:28:57	74.54	discount.com	US	US	05	08	online_retail	10/2018	2015-08-30	2015-08-30	855	855	6881	REVERSAL	0.0		3108.66				0.0			0.0	74.53999999999996
43126	398322924	398322924	15000.0	11061.49	2016-10-13 09:06:57	89.23	cheapfast.com	US	US	02	01	online_retail	02/2024	2015-08-30	2016-09-20	855	855	6881	REVERSAL	0.0		3938.51				0.0			0.0	89.23000000000002
43129	398322924	398322924	15000.0	2356.13	2016-12-07 22:12:55	385.27	alibaba.com	US	US	05	01	online_retail	12/2026	2015-08-30	2016-09-20	855	855	6881	REVERSAL	0.0		12643.87				0.0			0.0	385.27000000000044
43169	813557056	813557056	5000.0	4920.0	2016-05-20 22:40:07	32.79	gap.com	US	US	09	08	online_retail	11/2027	2015-05-23	2015-05-23	389	389	5451	REVERSAL	0.0		80.0				0.0			0.0	32.79
43207	601148608	601148608	2500.0	1181.73	2016-03-17 03:33:42	66.68	WSC #264919	US	US	05	08	health	01/2023	2009-08-06	2016-03-11	967	967	4053	REVERSAL	0.0		1318.27				0.0			0.0	66.68000000000006
43217	601148608	601148608	2500.0	1306.48	2016-05-05 21:55:36	290.24	WSC #653684	US	US	09	01	health	10/2030	2009-08-06	2016-03-11	967	967	4053	REVERSAL	0.0		1193.52				0.0			0.0	290.24
43246	601148608	601148608	2500.0	2499.46	2016-11-03 20:32:24	0.54	apple.com	US	US	05	08	online_retail	05/2029	2009-08-06	2016-03-11	967	967	4053	REVERSAL	0.0		0.54				0.0			0.0	0.54
43301	770441597	770441597	5000.0	3503.76	2016-02-19 16:39:39	132.56	Uber	US	US	09	08	rideshare	06/2029	2015-09-13	2015-09-13	481	481	3810	REVERSAL	0.0		1496.24				0.0			0.0	132.55999999999995
43311	335161753	335161753	20000.0	19932.13	2016-02-17 02:42:57	67.87	gap.com	US	US	09	01	online_retail	02/2025	2013-11-01	2013-11-01	857	857	3266	PURCHASE	0.0		67.87				0.0			0.0	67.87
43312	335161753	335161753	20000.0	19967.21	2016-06-23 01:04:40	32.79	Washington News	US	US	05	01	subscriptions	02/2022	2013-11-01	2013-11-01	857	857	3266	REVERSAL	0.0		32.79				1.0			0.0	32.79
43314	335161753	335161753	20000.0	19952.61	2016-11-28 14:17:35	47.39	Golds Gym #956354	US	US	05	01	gym	08/2027	2013-11-01	2013-11-01	857	857	3266	PURCHASE	0.0		47.39				0.0			0.0	47.39
43315	335161753	335161753	20000.0	19952.61	2016-12-26 06:52:24	47.39	Golds Gym #956354	US	US	05	01	gym	08/2027	2013-11-01	2013-11-01	857	857	3266	PURCHASE	0.0		47.39				0.0			0.0	47.39
43318	127861973	127861973	7500.0	7499.37	2016-08-23 16:46:16	189.5	ebay.com	US	US	02	01	online_retail	11/2028	2013-01-28	2013-01-28	410	410	6289	PURCHASE	0.0		0.63				0.0			0.0	0.63
43331	797028740	797028740	2500.0	717.91	2016-06-18 14:52:25	47.41	Uber	US	US	02	01	rideshare	05/2030	2015-02-12	2016-01-18	110	110	9885	REVERSAL	0.0		1782.09				0.0			0.0	47.409999999999854
43350	184687527	184687527	5000.0	3862.88	2016-01-11 14:25:40	32.8	Walgreens #555944	US	US	02	08	health	09/2025	2013-06-07	2013-06-07	350	350	7573	REVERSAL	0.0		1137.12				0.0			0.0	32.799999999999955
43351	184687527	184687527	5000.0	1818.76	2016-02-03 12:15:52	134.45	WSC #233395	US	US	05	08	health	07/2026	2013-06-07	2013-06-07	350	350	7573	REVERSAL	0.0		3181.24				0.0			0.0	134.44999999999982
43387	492660818	492660818	10000.0	8138.66	2016-02-16 01:50:02	180.13	Hardee's #08140	US	US	05	01	fastfood	10/2019	2009-10-25	2009-10-25	451	451	6155	REVERSAL	0.0		1861.34				1.0			0.0	180.12999999999988
43389	492660818	492660818	10000.0	5655.62	2016-03-02 20:37:38	7.1	Universe Massage #594526	US	US	80	01	personal care	02/2028	2009-10-25	2009-10-25	451	451	6155	REVERSAL	0.0		4344.38				1.0			0.0	7.100000000000364
43390	492660818	492660818	10000.0	1999.36	2016-04-03 04:33:59	75.23	Northtown Beauty	US	US	02	01	personal care	09/2021	2009-10-25	2009-10-25	451	451	6155	REVERSAL	0.0		8000.64				1.0			0.0	75.23000000000047
43394	492660818	492660818	10000.0	6615.27	2016-05-19 22:05:09	30.93	West End Beauty #220471	US	US	05	01	personal care	05/2020	2009-10-25	2009-10-25	451	451	6155	REVERSAL	0.0		3384.73				1.0			0.0	30.929999999999836
43395	492660818	492660818	10000.0	5648.77	2016-05-25 16:12:13	113.59	Wendys #123132	US	US	05	01	fastfood	11/2023	2009-10-25	2009-10-25	451	451	6155	REVERSAL	0.0		4351.23				1.0			0.0	113.58999999999924
43399	492660818	492660818	10000.0	3381.82	2016-07-06 00:24:10	179.98	Universe Massage #511290	US	US	05	01	personal care	01/2032	2009-10-25	2009-10-25	451	451	6155	REVERSAL	0.0		6618.18				1.0			0.0	179.98000000000047
43403	492660818	492660818	10000.0	5959.73	2016-08-27 13:05:04	295.37	53rd Massage	US	US	05	01	personal care	02/2021	2009-10-25	2016-08-22	451	451	6155	REVERSAL	0.0		4040.27				1.0			0.0	295.3699999999999
43412	492660818	492660818	10000.0	5943.64	2016-12-20 11:39:38	21.01	Quizno's #604182	US	US	02	01	fastfood	12/2028	2009-10-25	2016-08-22	451	451	6155	REVERSAL	0.0		4056.36				1.0			0.0	21.01000000000022
43413	492660818	492660818	10000.0	5554.09	2016-12-20 16:22:28	312.01	West End Beauty #542603	US	US	09	01	personal care	06/2029	2009-10-25	2016-08-22	451	451	6155	REVERSAL	0.0		4445.91				1.0			0.0	312.0100000000002
43421	561519213	561519213	7500.0	7497.71	2016-07-05 13:15:35	2.29	San Francisco Post	US	US	05	01	subscriptions	10/2026	2015-08-25	2015-08-25	450	450	4378	REVERSAL	0.0		2.29				0.0			0.0	2.29
43424	561519213	561519213	7500.0	7427.62	2016-09-30 13:45:45	30.79	Dallas Journal	US	US	05	01	subscriptions	06/2030	2015-08-25	2015-08-25	450	450	4378	PURCHASE	0.0		72.38				1.0			0.0	72.38
43426	561519213	561519213	7500.0	7488.33	2016-12-02 05:19:51	11.67	Wall Street News	US	US	05	01	subscriptions	11/2018	2015-08-25	2015-08-25	450	450	4378	PURCHASE	0.0		11.67				0.0			0.0	11.67
43459	900828152	900828152	7500.0	6257.99	2016-11-20 21:43:28	307.27	Boston Fries	US	US	05	08	food	07/2028	2015-04-28	2016-06-26	237	237	6444	REVERSAL	0.0		1242.01				1.0			0.0	307.27
43462	798198577	798198577	1000.0	181.45	2016-01-20 16:55:30	139.69	Uber	US	US	05	01	rideshare	12/2031	2013-09-20	2013-09-20	155	155	5076	REVERSAL	0.0		818.55				0.0			0.0	139.68999999999994
43508	787227033	787227033	500.0	480.78	2016-04-05 03:46:09	6.72	Minneapolis News	US	US	09	01	subscriptions	12/2026	2014-07-10	2014-07-10	799	799	1800	REVERSAL	0.0		19.22				0.0			0.0	6.719999999999999
43540	674971279	674971279	250.0	13.47	2016-04-19 12:05:39	50.6	In-N-Out #113467	US	US	02	01	fastfood	09/2028	2013-11-24	2013-11-24	507	507	2364	REVERSAL	0.0		236.53				1.0			0.0	50.599999999999994
43606	112681419	112681419	15000.0	14966.41	2016-06-02 12:49:47	0.15	alibaba.com	US	US	90	01	online_retail	01/2029	2015-01-14	2015-01-14	342	342	2639	REVERSAL	0.0		33.59				0.0			0.0	0.15000000000000568
43620	256277594	256277594	20000.0	19950.73	2016-08-26 10:21:42	49.27	Fresh eCards	US	US	05	08	online_gifts	02/2027	2015-06-03	2015-06-03	760	760	4703	REVERSAL	0.0		49.27				0.0			0.0	49.27
43636	585310900	585310900	2500.0	129.37	2016-07-01 08:35:49	59.77	Uber	US	US	05	01	rideshare	08/2019	2015-06-06	2015-06-06	402	402	1412	REVERSAL	0.0		2370.63				0.0			0.0	59.76999999999998
43650	761150998	761150998	2500.0	2375.45	2016-10-17 13:33:51	124.55	sears.com	US	US	05	01	online_retail	09/2028	2015-08-11	2015-08-11	324	324	5195	REVERSAL	0.0		124.55				0.0			0.0	124.55
43652	761150998	761150998	2500.0	2430.24	2016-12-27 16:16:55	26.71	walmart.com	US	US	02	01	online_retail	01/2020	2015-08-11	2015-08-11	688	688	986	REVERSAL	0.0		69.76				0.0			0.0	26.710000000000008
43667	510683622	510683622	7500.0	7431.36	2016-02-03 19:42:32	66.98	cheapfast.com	US	US	05	01	online_retail	04/2028	2015-10-29	2015-10-29	482	482	4833	REVERSAL	0.0		68.64				0.0			0.0	66.98
43726	977949611	977949611	5000.0	4388.73	2016-03-22 17:15:27	204.89	Ethan Allen	US	US	02	01	furniture	07/2031	2012-09-17	2012-09-17	661	661	1256	REVERSAL	0.0		611.27				1.0			0.0	204.89
43732	977949611	977949611	5000.0	2365.81	2016-10-08 23:33:57	67.44	Bobs Furniture	US	US	02	01	furniture	10/2023	2012-09-17	2012-09-17	400	400	2747	REVERSAL	0.0		2634.19				1.0			0.0	67.44000000000005
43756	973191329	973191329	15000.0	2954.47	2016-02-22 03:40:07	170.65	Uber	US	US	05	01	rideshare	10/2029	2015-07-18	2016-01-29	366	366	354	REVERSAL	0.0		12045.53				0.0			0.0	170.65000000000146
43760	973191329	973191329	15000.0	3434.72	2016-03-06 05:24:27	74.15	Uber	US	US	02	01	rideshare	09/2019	2015-07-18	2016-01-29	941	941	125	REVERSAL	0.0		11565.28				0.0			0.0	74.15000000000146
