	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff	transactionAmountDiff
7813	695492434	695492434	5000.0	4094.66	2016-09-11 06:01:17	103.78	Quizno's #351628	US	US	05	01	fastfood	02/2022	2014-01-04	2014-01-04	690	690	1426	PURCHASE	0.0		905.34				1.0			0.0	103.78000000000009	0.0
7815	695492434	695492434	5000.0	4970.98	2016-11-01 04:11:47	29.02	McDonalds #684944	US	US	05	08	fastfood	01/2021	2014-01-04	2014-01-04	690	690	1426	PURCHASE	0.0		29.02				1.0			0.0	29.02	0.0
7819	999984515	999984515	5000.0	4695.95	2016-07-15 12:59:53	225.81	alibaba.com	US	US	02	01	online_retail	09/2019	2015-02-03	2015-02-03	230	230	1906	PURCHASE	0.0		304.05				0.0			0.0	225.81	0.0
7820	999984515	999984515	5000.0	4470.14	2016-07-15 13:01:20	225.81	alibaba.com	US	US	02	01	online_retail	09/2019	2015-02-03	2015-02-03	230	230	1906	PURCHASE	0.0		529.86				0.0			0.0	225.81	0.0
7839	976606382	976606382	7500.0	6810.5	2016-02-07 12:28:18	58.14	Hardee's #589037	US	US	09	01	fastfood	03/2028	2014-01-16	2014-01-16	705	705	4364	PURCHASE	0.0		689.5				1.0			0.0	58.139999999999986	0.0
7840	976606382	976606382	7500.0	6572.82	2016-10-20 03:48:49	203.8	Hardee's #862001	US	US	09	01	fastfood	01/2021	2014-01-16	2014-01-16	705	705	4364	PURCHASE	0.0		927.18				1.0			0.0	203.79999999999995	0.0
7849	866891588	866891588	1000.0	468.75	2016-11-16 08:18:35	72.94	Auntie Anne's #341725	US	US	09	01	fastfood	11/2018	2014-05-28	2014-05-28	547	547	4290	PURCHASE	0.0		531.25				1.0			0.0	72.94	0.0
7852	532672423	532672423	20000.0	17928.3	2016-02-16 10:07:17	172.04	Washington Tire	US	US	02	08	auto	05/2025	2015-05-22	2015-05-22	169	169	3588	PURCHASE	0.0		2071.7				1.0			0.0	172.03999999999974	0.0
7856	532672423	532672423	20000.0	7072.12	2016-08-11 11:17:12	40.25	Annies Fries	US	US	09	99	food	07/2029	2015-05-22	2015-05-22	169	169	3588	PURCHASE	0.0		12927.88				1.0			0.0	40.25	0.0
7859	996361391	996361391	250.0	108.44	2016-08-15 07:00:25	92.73	AMC #145832	US	US	02	01	entertainment	08/2027	2010-04-18	2010-04-18	112	112	3936	PURCHASE	0.0		141.56				1.0			0.0	-24.47	0.0
7861	255043889	255043889	5000.0	4616.57	2016-11-11 11:07:34	370.81	ebay.com	US	US	05	01	online_retail	09/2021	2015-01-30	2016-05-30	325	325	9985	PURCHASE	0.0		383.43				0.0			0.0	370.81	0.0
7870	919813845	919813845	15000.0	5234.7	2016-09-22 21:02:44	135.07	walmart.com	US	US	02	01	online_retail	08/2026	2015-09-10	2015-09-10	853	853	4736	PURCHASE	0.0		9765.3				0.0			0.0	135.0699999999997	0.0
7881	500427148	500427148	20000.0	11478.33	2016-04-28 02:51:54	38.81	apple.com	US	US	05	01	online_retail	07/2028	2014-06-06	2014-06-06	398	398	0000	PURCHASE	0.0		8521.67				0.0			0.0	38.80999999999949	0.0
7882	500427148	500427148	20000.0	10898.84	2016-04-29 10:53:03	153.68	Uptown Fries	US	US	02	01	food	08/2024	2014-06-06	2014-06-06	201	201	1459	PURCHASE	0.0		9101.16				1.0			0.0	153.6800000000003	0.0
7883	500427148	500427148	20000.0	12326.0	2016-06-28 20:00:04	16.22	Best Deli #329705	US	US	05	01	food	07/2020	2014-06-06	2016-05-05	201	201	1459	PURCHASE	0.0		7674.0				1.0			0.0	16.220000000000255	0.0
7884	500427148	500427148	20000.0	12270.91	2016-06-29 13:44:34	38.87	Downtown Sandwitch Bar	US	US	09	01	food	09/2018	2014-06-06	2016-05-05	201	201	1459	PURCHASE	0.0		7729.09				1.0			0.0	38.86999999999989	0.0
7886	500427148	500427148	20000.0	16055.22	2016-07-23 10:06:51	68.69	Franks Pub #632075	US	US	05	01	food	07/2027	2014-06-06	2016-05-05	201	201	1459	PURCHASE	0.0		3944.78				1.0			0.0	68.69000000000005	0.0
7888	500427148	500427148	20000.0	13521.95	2016-08-29 11:21:00	10.05	Uptown Cafe	US	US	05	01	food	05/2024	2014-06-06	2016-05-05	398	398	0000	PURCHASE	0.0		6478.05				1.0			0.0	10.050000000000182	0.0
7889	500427148	500427148	20000.0	17905.56	2016-09-09 16:27:13	87.37	Regal Cinemas #276341	US	US	05	01	entertainment	04/2030	2014-06-06	2016-05-05	398	398	0000	PURCHASE	0.0		2094.44				1.0			0.0	87.37000000000012	0.0
7892	487094418	487094418	7500.0	1574.62	2016-03-26 06:12:54	77.11	Williams Sonoma	US	US	05	01	furniture	04/2031	2014-10-30	2014-10-30	696	696	4979	PURCHASE	0.0		5925.38				1.0			0.0	77.10999999999967	0.0
7897	281211291	281211291	15000.0	8159.57	2016-06-12 08:32:46	11.1	Rodeway Inn #370519	US	US	05	01	hotels	03/2021	2015-08-20	2015-08-20	709	709	5558	PURCHASE	0.0		6840.43				1.0			0.0	11.100000000000364	0.0
7905	766647076	766647076	50000.0	46093.2	2016-02-22 08:37:35	150.12	Shell Tire	US	US	02	01	auto	07/2029	2015-11-28	2015-11-28	415	415	507	PURCHASE	0.0		3906.8				1.0			0.0	150.12000000000035	0.0
7908	766647076	766647076	50000.0	48994.21	2016-06-09 01:15:36	73.18	Eazy Repair	US	US	09	01	auto	07/2026	2015-11-28	2015-11-28	415	415	507	PURCHASE	0.0		1005.79				1.0			0.0	73.17999999999995	0.0
7909	766647076	766647076	50000.0	48921.03	2016-06-09 01:17:32	73.18	Eazy Repair	US	US	09	01	auto	07/2026	2015-11-28	2015-11-28	415	415	507	PURCHASE	0.0		1078.97				1.0			0.0	73.18000000000006	0.0
7910	766647076	766647076	50000.0	47436.85	2016-07-20 10:10:06	111.96	Shell Auto Body	US	US	05	01	auto	03/2021	2015-11-28	2015-11-28	415	415	507	PURCHASE	0.0		2563.15				1.0			0.0	111.96000000000004	0.0
7911	766647076	766647076	50000.0	47324.89	2016-07-20 10:10:11	111.96	Shell Auto Body	US	US	05	01	auto	03/2021	2015-11-28	2015-11-28	415	415	507	PURCHASE	0.0		2675.11				1.0			0.0	111.96000000000004	0.0
7913	766647076	766647076	50000.0	46342.15	2016-12-27 05:47:57	96.29	Blue Mountain Online Services	US	US	02	01	online_gifts	08/2019	2015-11-28	2016-11-28	415	415	507	PURCHASE	0.0		3657.85				0.0			0.0	96.28999999999996	0.0
7919	851184105	851184105	15000.0	12181.11	2016-11-18 12:33:45	177.38	NY News	US	US	05	01	subscriptions	08/2029	2014-02-04	2014-02-04	435	435	8740	PURCHASE	0.0		2818.89				0.0			0.0	177.37999999999965	0.0
7922	236992371	236992371	2500.0	1364.56	2016-02-26 16:27:41	105.44	Next Day Online Services	US	US	09	01	online_gifts	04/2026	2015-11-07	2016-01-13	120	120	3046	PURCHASE	1.0		1135.44				0.0			0.0	105.44000000000005	0.0
7935	919867338	919867338	500.0	96.67	2016-06-15 14:42:32	22.55	Auntie Anne's #505876	US	US	09	01	fastfood	11/2018	2015-09-24	2015-09-24	907	907	6206	PURCHASE	0.0		403.33				1.0			0.0	22.55000000000001	0.0
7936	732994053	732994053	7500.0	3812.74	2016-04-22 02:00:25	215.84	Next Day Online Services	US	US	09	01	online_gifts	08/2030	2012-03-23	2012-03-23	851	851	8214	PURCHASE	0.0		3687.26				0.0			0.0	215.84000000000015	0.0
7938	732994053	732994053	7500.0	3199.59	2016-12-14 21:37:13	78.18	Blue Mountain eCards	CAN	CAN	02	08	online_gifts	02/2029	2012-03-23	2016-08-18	262	262	8458	PURCHASE	0.0		4300.41				0.0			0.0	78.18000000000029	0.0
7948	469654702	469654702	15000.0	12982.89	2016-06-24 18:30:34	25.3	AMC #724446	US	US	09	08	entertainment	07/2018	2014-10-10	2014-10-10	172	172	5852	PURCHASE	0.0		2017.11				1.0			0.0	25.299999999999955	0.0
7963	697813892	697813892	15000.0	14827.52	2016-01-13 06:56:54	172.48	cheapfast.com	US	US	05	01	online_retail	09/2022	2014-08-10	2014-08-10	415	415	9507	PURCHASE	0.0		172.48				0.0			0.0	172.48	0.0
7973	485029329	485029329	15000.0	9147.97	2016-03-05 01:45:07	234.01	Rodeway Inn #177790	US	US	02	01	hotels	03/2026	2008-10-23	2008-10-23	685	685	9337	PURCHASE	0.0		5852.03				1.0			0.0	234.0099999999993	0.0
7975	485029329	485029329	15000.0	2895.46	2016-11-10 11:30:47	186.57	Hyatt House #461673	CAN	CAN	02	01	hotels	10/2024	2008-10-23	2008-10-23	685	685	9337	PURCHASE	0.0		12104.54				1.0			0.0	186.57000000000153	0.0
7977	146479661	146479661	5000.0	1719.85	2016-03-28 04:09:28	69.05	KFC #806459	US	US	09	01	fastfood	06/2025	2010-11-24	2016-01-26	539	539	1239	PURCHASE	0.0		3280.15				1.0			0.0	69.05000000000018	0.0
7979	146479661	146479661	5000.0	2117.63	2016-05-07 06:37:29	281.26	Krispy Kreme #593661	US	US	09	01	fastfood	10/2021	2010-11-24	2016-01-26	539	539	1239	PURCHASE	0.0		2882.37				1.0			0.0	281.25999999999976	0.0
7980	146479661	146479661	5000.0	1836.37	2016-05-07 06:39:16	281.26	Krispy Kreme #593661	US	US	09	01	fastfood	10/2021	2010-11-24	2016-01-26	539	539	1239	PURCHASE	0.0		3163.63				1.0			0.0	281.2600000000002	0.0
7983	146479661	146479661	5000.0	1507.58	2016-06-16 20:36:38	2.32	Quizno's #537448	US	US	90	01	fastfood	01/2028	2010-11-24	2016-01-26	539	539	1239	PURCHASE	0.0		3492.42				1.0			0.0	2.3200000000001637	0.0
7985	146479661	146479661	5000.0	3605.4	2016-07-05 12:32:25	34.77	Lyft	US	US	09	08	rideshare	09/2029	2010-11-24	2016-01-26	539	539	1239	PURCHASE	0.0		1394.6				0.0			0.0	34.76999999999998	0.0
7994	459291345	459291345	20000.0	4655.19	2016-02-21 15:51:01	128.27	alibaba.com	US	US	09	08	online_retail	05/2029	2012-12-18	2016-01-01	724	724	1651	PURCHASE	0.0		15344.81				0.0			0.0	128.26999999999862	0.0
7995	459291345	459291345	20000.0	11594.79	2016-03-03 05:40:23	90.69	apple.com	US	US	05	01	online_retail	01/2029	2012-12-18	2016-01-01	724	724	1651	PURCHASE	0.0		8405.21				0.0			0.0	90.68999999999869	0.0
7996	459291345	459291345	20000.0	9715.51	2016-03-06 11:20:25	46.25	ebay.com	US	US	02	01	online_retail	01/2020	2012-12-18	2016-01-01	904	904	2505	PURCHASE	0.0		10284.49				0.0			0.0	46.25	0.0
8002	459291345	459291345	20000.0	6191.2	2016-06-01 00:36:31	54.74	target.com	US	US	05	01	online_retail	05/2027	2012-12-18	2016-01-01	724	724	1651	PURCHASE	0.0		13808.8				0.0			0.0	54.73999999999978	0.0
8003	459291345	459291345	20000.0	1696.35	2016-07-07 17:10:34	67.98	alibaba.com	US	US	05	08	online_retail	01/2024	2012-12-18	2016-01-01	724	724	1651	PURCHASE	0.0		18303.65				0.0			0.0	67.9800000000032	0.0
8007	459291345	459291345	20000.0	2989.66	2016-09-11 00:07:16	33.55	cheapfast.com	US	US	05	01	online_retail	03/2021	2012-12-18	2016-01-01	724	724	1651	PURCHASE	0.0		17010.34				0.0			0.0	33.54999999999927	0.0
8008	459291345	459291345	20000.0	2956.11	2016-09-11 00:07:26	33.55	cheapfast.com	US	US	05	01	online_retail	03/2021	2012-12-18	2016-01-01	724	724	1651	PURCHASE	0.0		17043.89				0.0			0.0	33.54999999999927	0.0
8009	459291345	459291345	20000.0	2609.42	2016-09-12 07:47:19	4.46	discount.com	US	US	09	01	online_retail	01/2032	2012-12-18	2016-01-01	904	904	2505	PURCHASE	0.0		17390.58				0.0			0.0	4.460000000002765	0.0
8016	966326996	966326996	1000.0	94.76	2016-03-28 15:53:52	23.79	American Airlines	US	US	09	01	airline	01/2022	2015-08-15	2015-08-15	342	342	6729	PURCHASE	0.0		905.24				0.0			0.0	23.789999999999964	0.0
8019	966326996	966326996	1000.0	900.7	2016-06-25 10:21:08	31.76	Delta Airlines	US	US	05	01	airline	07/2026	2015-08-15	2015-08-15	342	342	6729	PURCHASE	0.0		99.3				0.0			0.0	31.75999999999999	0.0
8022	966326996	966326996	1000.0	366.44	2016-11-19 20:11:44	26.24	Icelandic Airlines	US	US	05	01	airline	05/2020	2015-08-15	2016-09-01	342	342	6729	PURCHASE	0.0		633.56				1.0			0.0	26.239999999999895	0.0
8034	329455151	329455151	5000.0	4962.42	2016-07-08 18:38:59	26.53	cheapfast.com	US	US	05	01	online_retail	05/2031	2014-12-28	2016-06-15	167	167	5921	PURCHASE	0.0		37.58				0.0			0.0	26.529999999999998	0.0
8041	719873381	719873381	2500.0	811.14	2016-03-30 21:50:32	43.02	Quizno's #537448	US	US	09	01	fastfood	09/2020	2015-12-22	2015-12-22	986	986	2242	PURCHASE	0.0		1688.86				1.0			0.0	43.01999999999998	0.0
8044	719873381	719873381	2500.0	2150.64	2016-05-16 05:16:58	127.79	Wendys #503235	US	US	09	01	fastfood	09/2025	2015-12-22	2016-05-08	986	986	2242	PURCHASE	0.0		349.36				1.0			0.0	127.79000000000002	0.0
8045	719873381	719873381	2500.0	2022.85	2016-05-16 05:18:30	127.79	Wendys #503235	US	US	09	01	fastfood	09/2025	2015-12-22	2016-05-08	986	986	2242	PURCHASE	0.0		477.15				1.0			0.0	127.78999999999996	0.0
8046	719873381	719873381	2500.0	1939.19	2016-05-19 02:40:51	39.99	Quizno's #311602	US	US	05	01	fastfood	05/2018	2015-12-22	2016-05-08	986	986	2242	PURCHASE	0.0		560.81				1.0			0.0	39.989999999999895	0.0
8048	719873381	719873381	2500.0	1939.19	2016-05-19 02:41:49	39.99	Quizno's #311602	US	US	05	01	fastfood	05/2018	2015-12-22	2016-05-08	986	986	2242	PURCHASE	0.0		560.81				1.0			0.0	-39.99000000000001	0.0
8052	719873381	719873381	2500.0	1321.7	2016-06-22 03:07:19	199.25	In-N-Out #710537	US	US	09	01	fastfood	01/2027	2015-12-22	2016-06-14	986	986	2242	PURCHASE	0.0		1178.3				1.0			0.0	199.25	0.0
8055	719873381	719873381	2500.0	363.07	2016-07-24 04:26:03	30.26	Subway #344185	US	US	02	08	fastfood	11/2029	2015-12-22	2016-07-23	986	986	2242	PURCHASE	0.0		2136.93				1.0			0.0	30.259999999999764	0.0
8060	719873381	719873381	2500.0	1984.05	2016-11-01 10:05:48	399.12	Starbucks #643483	US	US	09	01	fastfood	03/2024	2015-12-22	2016-07-23	986	986	2242	PURCHASE	0.0		515.95				1.0			0.0	399.12000000000006	0.0
8066	719873381	719873381	2500.0	799.95	2016-12-08 14:19:24	167.69	Dunkin' Donuts #318755	US	US	05	01	fastfood	04/2026	2015-12-22	2016-07-23	986	986	2242	PURCHASE	0.0		1700.05				1.0			0.0	167.69000000000005	0.0
8070	130835500	130835500	5000.0	4755.51	2016-02-05 07:28:40	20.08	Boston Bistro	US	US	09	01	food	02/2027	2015-07-06	2015-07-06	908	908	3213	PURCHASE	0.0		244.49				1.0			0.0	20.080000000000013	0.0
8079	807390108	807390108	10000.0	2670.59	2016-09-30 14:23:40	159.33	Arbys #384282	US	US	09	01	fastfood	09/2019	2015-04-09	2016-05-17	755	755	3883	PURCHASE	0.0		7329.41				1.0			0.0	159.32999999999993	0.0
8083	341055874	341055874	20000.0	8431.48	2016-11-27 03:11:34	94.08	Lyft	US	US	09	08	rideshare	11/2028	2015-11-01	2016-10-20	911	911	5193	PURCHASE	0.0		11568.52				0.0			0.0	94.07999999999993	0.0
8090	581323509	581323509	7500.0	7435.49	2016-10-13 12:01:19	64.51	AMC #606218	US	US	05	01	entertainment	04/2019	2015-06-20	2015-06-20	478	478	1688	PURCHASE	0.0		64.51				1.0			0.0	64.51	0.0
8095	996232349	996232349	250.0	63.17	2016-01-21 22:07:21	29.09	Regal Cinemas #729464	US	US	80	01	entertainment	12/2031	2013-06-14	2013-06-14	336	336	5101	PURCHASE	0.0		186.83				1.0			0.0	-71.34	0.0
8098	996232349	996232349	250.0	161.99	2016-02-09 07:24:21	130.95	34th BBQ #192302	US	US	05	01	food	09/2026	2013-06-14	2013-06-14	409	409	5524	PURCHASE	0.0		88.01				1.0			0.0	-54.92999999999999	0.0
8100	181009321	181009321	7500.0	6172.76	2016-05-03 21:00:25	51.02	ebay.com	US	US	09	01	online_retail	12/2024	2012-06-05	2012-06-05	554	554	1007	PURCHASE	0.0		1327.24				0.0			0.0	51.01999999999998	0.0
8107	949844609	949844609	50000.0	18305.24	2016-07-14 18:03:35	26.97	amazon.com	US	US	09	08	online_retail	08/2019	2015-04-22	2015-04-22	195	195	8598	PURCHASE	0.0		31694.76				0.0			0.0	26.969999999997526	0.0
8113	949844609	949844609	50000.0	35798.93	2016-11-18 18:03:45	135.43	alibaba.com	US	US	05	01	online_retail	01/2022	2015-04-22	2016-08-06	166	166	1467	PURCHASE	0.0		14201.07				0.0			0.0	135.4300000000003	0.0
8114	949844609	949844609	50000.0	35663.5	2016-11-18 18:05:14	135.43	alibaba.com	US	US	05	01	online_retail	01/2022	2015-04-22	2016-08-06	166	166	1467	PURCHASE	0.0		14336.5				0.0			0.0	135.4300000000003	0.0
8119	435847426	435847426	15000.0	14805.63	2016-01-04 09:25:09	13.71	KFC #632134	US	US	09	01	fastfood	01/2027	2012-03-11	2012-03-11	354	354	3822	PURCHASE	0.0		194.37				1.0			0.0	13.710000000000008	0.0
8127	980301718	980301718	5000.0	2705.23	2016-12-06 03:56:20	0.64	ebay.com	US	US	05	08	online_retail	12/2031	2015-11-05	2015-11-05	608	608	5744	PURCHASE	0.0		2294.77				0.0			0.0	0.6399999999998727	0.0
8142	219111484	219111484	50000.0	49101.52	2016-01-27 12:18:47	203.26	sears.com	US	US	02	08	online_retail	02/2019	2015-01-29	2015-01-29	215	215	2493	PURCHASE	0.0		898.48				0.0			0.0	203.26	0.0
8147	744198814	744198814	15000.0	6301.83	2016-01-29 08:21:25	382.27	Dunkin' Donuts #675592	US	US	09	01	fastfood	11/2025	2015-01-21	2015-01-21	811	811	7080	PURCHASE	0.0		8698.17				1.0			0.0	382.27000000000044	0.0
8149	744198814	744198814	15000.0	11798.65	2016-02-06 18:54:08	553.44	oldnavy.com	US	US	09	01	online_retail	10/2028	2015-01-21	2015-01-21	812	812	1692	PURCHASE	0.0		3201.35				0.0			0.0	553.44	0.0
8151	744198814	744198814	15000.0	10389.43	2016-02-10 02:32:35	101.62	walmart.com	US	US	05	08	online_retail	09/2024	2015-01-21	2015-01-21	811	811	7080	PURCHASE	0.0		4610.57				0.0			0.0	101.61999999999989	0.0
8154	744198814	744198814	15000.0	5781.54	2016-04-22 14:36:12	75.44	staples.com	US	US	09	01	online_retail	01/2028	2015-01-21	2016-03-27	812	812	1692	PURCHASE	0.0		9218.46				0.0			0.0	75.43999999999869	0.0
8155	744198814	744198814	15000.0	3824.52	2016-05-26 05:39:22	8.55	Hilton Hotels #147997	US	US	90	08	hotels	01/2031	2015-01-21	2016-03-27	811	811	7080	PURCHASE	0.0		11175.48				1.0			0.0	8.549999999999272	0.0
8158	744198814	744198814	15000.0	10755.63	2016-07-09 09:44:54	24.2	ebay.com	US	US	05	01	online_retail	05/2029	2015-01-21	2016-03-27	812	812	1692	PURCHASE	0.0		4244.37				0.0			0.0	24.199999999999818	0.0
8159	744198814	744198814	15000.0	9972.46	2016-07-12 14:21:05	3.75	discount.com	US	US	09	01	online_retail	01/2028	2015-01-21	2016-03-27	811	811	7080	PURCHASE	0.0		5027.54				0.0			0.0	3.75	0.0
8187	310808701	310808701	20000.0	18218.87	2016-07-18 22:16:08	76.63	KFC #666952	US	US	02	01	fastfood	01/2020	2015-08-23	2015-08-23	368	368	4487	PURCHASE	0.0		1781.13				1.0			0.0	76.63000000000011	0.0
8190	814061675	814061675	1000.0	303.83	2016-10-07 19:59:00	87.72	westelm.com	US	US	05	01	furniture	04/2021	2011-06-25	2011-06-25	463	463	2636	PURCHASE	0.0		696.17				1.0			0.0	87.71999999999991	0.0
8206	452644374	452644374	2500.0	1239.08	2016-02-07 17:50:20	98.49	Subway #666430	US	US	02	01	fastfood	04/2024	2010-12-18	2010-12-18	329	329	383	PURCHASE	0.0		1260.92				1.0			0.0	98.49000000000001	0.0
8207	452644374	452644374	2500.0	669.04	2016-02-15 11:25:59	84.84	Best Deli #100511	US	US	09	01	food	07/2024	2010-12-18	2016-02-07	329	329	383	PURCHASE	0.0		1830.96				1.0			0.0	84.84000000000015	0.0
8211	452644374	452644374	2500.0	2019.99	2016-03-24 23:52:00	101.1	alibaba.com	US	US	09	01	online_retail	10/2026	2010-12-18	2016-02-07	329	329	383	PURCHASE	0.0		480.01				0.0			0.0	101.09999999999997	0.0
8220	452644374	452644374	2500.0	1566.88	2016-10-19 07:21:13	62.98	Lyft	US	US	09	01	rideshare	08/2024	2010-12-18	2016-02-07	329	329	383	PURCHASE	0.0		933.12				0.0			0.0	62.98000000000002	0.0
8225	147951812	147951812	10000.0	2411.3	2016-02-21 11:16:26	115.47	Blue Mountain eCards	US	US	09	01	online_gifts	09/2030	2014-12-11	2016-02-17	223	223	7760	PURCHASE	0.0		7588.7				0.0			0.0	115.47000000000025	0.0
8231	147951812	147951812	10000.0	840.2	2016-12-20 21:03:09	194.89	KFC #621125	US	US	02	01	fastfood	07/2031	2014-12-11	2016-04-19	656	656	7281	PURCHASE	0.0		9159.8				1.0			0.0	194.88999999999942	0.0
8239	718721492	718721492	10000.0	3058.81	2016-08-05 05:59:09	13.75	Ashley Furniture	US	US	02	01	furniture	01/2031	2015-01-16	2016-06-16	209	209	4472	PURCHASE	0.0		6941.19				1.0			0.0	13.75	0.0
8244	674878312	674878312	1000.0	722.62	2016-09-01 20:07:29	277.38	Los Angeles News	US	US	05	01	subscriptions	12/2030	2015-05-18	2015-05-18	362	362	2314	PURCHASE	0.0		277.38				0.0			0.0	277.38	0.0
8246	592514831	592514831	5000.0	2414.88	2016-11-13 02:39:06	236.67	Fast Auto Services	US	US	02	08	auto	01/2028	2010-03-27	2010-03-27	412	412	127	PURCHASE	0.0		2585.12				1.0			0.0	236.67000000000007	0.0
8264	710868793	710868793	5000.0	3834.3	2016-08-26 15:10:25	186.89	NY Deli	US	US	05	01	food	08/2022	2008-09-23	2008-09-23	373	373	158	PURCHASE	0.0		1165.7				1.0			0.0	186.8900000000001	0.0
8265	710868793	710868793	5000.0	3425.52	2016-08-26 17:35:59	221.89	EZ Putt Putt #551896	US	US	05	01	entertainment	04/2021	2008-09-23	2008-09-23	135	135	2631	PURCHASE	0.0		1574.48				1.0			0.0	221.8900000000001	0.0
8266	710868793	710868793	5000.0	3203.63	2016-08-26 17:37:14	221.89	EZ Putt Putt #551896	US	US	05	01	entertainment	04/2021	2008-09-23	2008-09-23	135	135	2631	PURCHASE	0.0		1796.37				1.0			0.0	221.88999999999987	0.0
8268	710868793	710868793	5000.0	2119.68	2016-10-13 03:42:47	148.01	Boston Diner	US	US	05	01	food	03/2030	2008-09-23	2008-09-23	135	135	2631	PURCHASE	0.0		2880.32				1.0			0.0	148.01000000000022	0.0
8273	253812347	253812347	7500.0	5657.94	2016-03-26 22:40:11	280.83	Annies Fries	US	US	80	01	food	11/2021	2014-11-09	2014-11-09	849	847	0000	PURCHASE	0.0		1842.06				1.0			0.0	280.8299999999999	0.0
8275	253812347	253812347	7500.0	983.6	2016-04-28 01:02:42	134.28	alibaba.com	US	US	02	01	online_retail	11/2020	2014-11-09	2014-11-09	849	849	0000	PURCHASE	0.0		6516.4				0.0			0.0	134.27999999999975	0.0
8276	253812347	253812347	7500.0	1422.63	2016-05-05 19:19:04	679.46	target.com	US	US	02	01	online_retail	11/2021	2014-11-09	2014-11-09	849	849	0000	PURCHASE	0.0		6077.37				0.0			0.0	679.46	0.0
8278	253812347	253812347	7500.0	2196.11	2016-05-30 06:27:43	15.14	AMC #79863	US	US	05	01	entertainment	03/2028	2014-11-09	2016-05-24	849	849	0000	PURCHASE	0.0		5303.89				1.0			0.0	15.140000000000327	0.0
8285	253812347	253812347	7500.0	3865.38	2016-07-13 00:22:04	336.69	EZ Putt Putt #551896	US	US	09	01	entertainment	11/2029	2014-11-09	2016-06-14	849	849	0000	PURCHASE	0.0		3634.62				1.0			0.0	336.69000000000005	0.0
8287	253812347	253812347	7500.0	5174.1	2016-07-22 22:57:38	153.33	AMC #128743	US	US	09	01	entertainment	10/2031	2014-11-09	2016-06-14	849	849	0000	PURCHASE	0.0		2325.9				1.0			0.0	153.32999999999993	0.0
8289	253812347	253812347	7500.0	1608.67	2016-08-04 09:27:10	32.27	Uber	US	US	05	08	rideshare	11/2020	2014-11-09	2016-06-14	849	849	0000	PURCHASE	0.0		5891.33				0.0			0.0	32.26999999999953	0.0
8297	253812347	253812347	7500.0	2072.18	2016-12-05 09:01:17	139.51	amazon.com	US	US	09	01	online_retail	09/2029	2014-11-09	2016-11-19	849	849	0000	PURCHASE	0.0		5427.82				0.0			0.0	139.5099999999993	0.0
8298	253812347	253812347	7500.0	1932.67	2016-12-05 09:03:09	139.51	amazon.com	US	US	09	01	online_retail	09/2029	2014-11-09	2016-11-19	849	849	0000	PURCHASE	0.0		5567.33				0.0			0.0	139.51000000000022	0.0
8299	253812347	253812347	7500.0	1089.56	2016-12-07 10:37:00	8.7	AMC #724446	US	US	05	01	entertainment	05/2024	2014-11-09	2016-11-19	849	849	0000	PURCHASE	0.0		6410.44				1.0			0.0	8.699999999999818	0.0
8325	570476780	570476780	500.0	199.71	2016-02-02 13:04:58	56.17	Krispy Kreme #80692	US	US	05	01	fastfood	05/2021	2013-11-12	2016-01-16	993	993	2219	PURCHASE	0.0		300.29				1.0			0.0	56.170000000000016	0.0
8333	570476780	570476780	500.0	117.79	2016-06-09 14:42:41	89.06	KFC #574436	US	US	02	01	fastfood	04/2026	2013-11-12	2016-01-16	993	993	2219	PURCHASE	0.0		382.21				1.0			0.0	-48.860000000000014	0.0
8336	570476780	570476780	500.0	423.77	2016-07-08 21:15:11	142.47	Eazy Auto Body	US	US	09	01	auto	02/2022	2013-11-12	2016-01-16	993	993	2219	PURCHASE	0.0		76.23				1.0			0.0	-755.12	0.0
8338	570476780	570476780	500.0	351.61	2016-08-12 04:35:15	29.42	In-N-Out #08453	US	US	02	01	fastfood	06/2029	2013-11-12	2016-01-16	993	993	2219	PURCHASE	0.0		148.39				1.0			0.0	29.419999999999987	0.0
8345	683825837	683825837	5000.0	2738.61	2016-05-03 10:10:54	18.02	sears.com	US	US	09	01	online_retail	12/2028	2013-03-08	2013-03-08	967	967	3025	PURCHASE	0.0		2261.39				0.0			0.0	18.019999999999982	0.0
8347	614629260	614629260	2500.0	1174.68	2016-03-26 09:13:53	316.83	discount.com	US	US	05	01	online_retail	10/2023	2014-12-10	2014-12-10	919	919	3730	PURCHASE	0.0		1325.32				0.0			0.0	316.8299999999999	0.0
8349	614629260	614629260	2500.0	1960.88	2016-11-14 21:34:36	20.69	sears.com	US	US	09	01	online_retail	03/2027	2014-12-10	2014-12-10	919	912	3730	PURCHASE	0.0		539.12				0.0			0.0	20.690000000000055	0.0
8350	638636157	638636157	50000.0	49442.78	2016-01-06 17:11:34	2.28	Ricks Auto Body	US	US	02	01	auto	05/2022	2015-03-22	2015-03-22	460	460	9108	PURCHASE	0.0		557.22				1.0			0.0	2.2799999999999727	0.0
